STM32_DATETIME,Accelerometer z-axis/ms^-2
2023-08-07 10:53:13.666701,2.46187941215985
2023-08-07 10:53:13.697700,2.4619110515011613
2023-08-07 10:53:13.728707,2.461851288300906
2023-08-07 10:53:13.759694,2.4623012700440015
2023-08-07 10:53:13.790696,2.4621594789218277
2023-08-07 10:53:13.821696,2.4623411121775045
2023-08-07 10:53:13.852698,2.4623223629382087
2023-08-07 10:53:13.883702,2.462664536555354
2023-08-07 10:53:13.914696,2.462627038076763
2023-08-07 10:53:13.945692,2.4627688291989362
2023-08-07 10:53:13.976702,2.4626164916296593
2023-08-07 10:53:14.007696,2.4628403106737506
2023-08-07 10:53:14.038693,2.462812186814807
2023-08-07 10:53:14.069696,2.4628930429092697
2023-08-07 10:53:14.100697,2.4628906992543578
2023-08-07 10:53:14.131692,2.4629727271762762
2023-08-07 10:53:14.162698,2.462812186814807
2023-08-07 10:53:14.193687,2.4628977302190935
2023-08-07 10:53:14.224718,2.462818045952087
2023-08-07 10:53:14.255692,2.462828592399191
2023-08-07 10:53:14.286691,2.4628051558500714
2023-08-07 10:53:14.317698,2.462882496462166
2023-08-07 10:53:14.348686,2.4627489081321845
2023-08-07 10:53:14.379691,2.4626891449319297
2023-08-07 10:53:14.410686,2.4626961758966655
2023-08-07 10:53:14.441706,2.4626891449319297
2023-08-07 10:53:14.472693,2.4627840629558637
2023-08-07 10:53:14.503692,2.4626000860452755
2023-08-07 10:53:14.534705,2.4627114096535934
2023-08-07 10:53:14.565688,2.462571962186332
2023-08-07 10:53:14.596693,2.4625403228450202
2023-08-07 10:53:14.627673,2.462512198986077
2023-08-07 10:53:14.658706,2.4625965705629076
2023-08-07 10:53:14.689682,2.4625637593941403
2023-08-07 10:53:14.720680,2.46247352868003
2023-08-07 10:53:14.751685,2.4625250890880928
2023-08-07 10:53:14.782690,2.4624067345150396
2023-08-07 10:53:14.813680,2.4623645487266237
2023-08-07 10:53:14.844686,2.462559072084316
2023-08-07 10:53:14.875685,2.4625450101548445
2023-08-07 10:53:14.906682,2.4624934497467814
2023-08-07 10:53:14.937675,2.4624161091346872
2023-08-07 10:53:14.968684,2.4625450101548445
2023-08-07 10:53:14.999650,2.4624114218248634
2023-08-07 10:53:15.030682,2.462373923346272
2023-08-07 10:53:15.061675,2.4621395578550764
2023-08-07 10:53:15.092682,2.46228720811453
2023-08-07 10:53:15.123682,2.4622836926321616
2023-08-07 10:53:15.154681,2.4623024418714574
2023-08-07 10:53:15.185704,2.4620797946548216
2023-08-07 10:53:15.216681,2.462255568773218
2023-08-07 10:53:15.247679,2.462127839580517
2023-08-07 10:53:15.278681,2.4620833101371895
2023-08-07 10:53:15.309678,2.4622321322240985
2023-08-07 10:53:15.340677,2.4622016647102436
2023-08-07 10:53:15.371684,2.462082138309734
2023-08-07 10:53:15.402672,2.4623364248676807
2023-08-07 10:53:15.433666,2.4621876027807716
2023-08-07 10:53:15.464679,2.4622180702946266
2023-08-07 10:53:15.495679,2.4624629822329265
2023-08-07 10:53:15.526673,2.461983704803431
2023-08-07 10:53:15.557665,2.462174712678756
2023-08-07 10:53:15.588672,2.4621922900905955
2023-08-07 10:53:15.619676,2.4622110393298913
2023-08-07 10:53:15.650672,2.4620997157215734
2023-08-07 10:53:15.681675,2.462256740600674
2023-08-07 10:53:15.712701,2.4620364370389507
2023-08-07 10:53:15.743689,2.462011828662375
2023-08-07 10:53:15.774689,2.462063389070438
2023-08-07 10:53:15.805665,2.462202836537699
2023-08-07 10:53:15.836674,2.4621372142001645
2023-08-07 10:53:15.867687,2.462214554812259
2023-08-07 10:53:15.898673,2.4623399403500486
2023-08-07 10:53:15.929659,2.4622040083651555
2023-08-07 10:53:15.960665,2.4622649433928663
2023-08-07 10:53:15.991698,2.4622965827341776
2023-08-07 10:53:16.022662,2.462214554812259
2023-08-07 10:53:16.053672,2.46205401445079
2023-08-07 10:53:16.084666,2.4622930672518093
2023-08-07 10:53:16.115665,2.462063389070438
2023-08-07 10:53:16.146669,2.4619286289130007
2023-08-07 10:53:16.177658,2.4621559634394603
2023-08-07 10:53:16.208668,2.4620797946548216
2023-08-07 10:53:16.239664,2.4621583070943722
2023-08-07 10:53:16.270669,2.462255568773218
2023-08-07 10:53:16.301659,2.4621594789218277
2023-08-07 10:53:16.332657,2.462105574858853
2023-08-07 10:53:16.363657,2.4620950284117495
2023-08-07 10:53:16.394656,2.4620833101371895
2023-08-07 10:53:16.425639,2.462168853541476
2023-08-07 10:53:16.456660,2.4623528304520645
2023-08-07 10:53:16.487665,2.4623422840049605
2023-08-07 10:53:16.518659,2.4622532251183062
2023-08-07 10:53:16.549655,2.462172369023844
2023-08-07 10:53:16.580656,2.4623469713147843
2023-08-07 10:53:16.611658,2.462106746686309
2023-08-07 10:53:16.642661,2.4621360423727086
2023-08-07 10:53:16.673648,2.4621372142001645
2023-08-07 10:53:16.704656,2.4621501043021805
2023-08-07 10:53:16.735658,2.4620446398311424
2023-08-07 10:53:16.766652,2.4623387685225926
2023-08-07 10:53:16.797649,2.4621512761296365
2023-08-07 10:53:16.828660,2.4620434680036865
2023-08-07 10:53:16.859653,2.4619883921132555
2023-08-07 10:53:16.890654,2.4621501043021805
2023-08-07 10:53:16.921646,2.4620130004898306
2023-08-07 10:53:16.952653,2.46206573272535
2023-08-07 10:53:16.983656,2.4621137776510453
2023-08-07 10:53:17.014648,2.4620997157215734
2023-08-07 10:53:17.045644,2.462025890591847
2023-08-07 10:53:17.076654,2.461954409117032
2023-08-07 10:53:17.107653,2.4620879974470133
2023-08-07 10:53:17.138651,2.461846600991082
2023-08-07 10:53:17.169644,2.4621348705452526
2023-08-07 10:53:17.200651,2.46187941215985
2023-08-07 10:53:17.231618,2.4620317497291264
2023-08-07 10:53:17.262651,2.4620458116585984
2023-08-07 10:53:17.293639,2.4619895639407114
2023-08-07 10:53:17.324624,2.4620411243487745
2023-08-07 10:53:17.355651,2.4618044152026672
2023-08-07 10:53:17.386648,2.461983704803431
2023-08-07 10:53:17.417639,2.462016515972199
2023-08-07 10:53:17.448679,2.461827851751787
2023-08-07 10:53:17.479645,2.462127839580517
2023-08-07 10:53:17.510640,2.4620973720666615
2023-08-07 10:53:17.541642,2.461913395156073
2023-08-07 10:53:17.572679,2.461959096426856
2023-08-07 10:53:17.603654,2.462162994404196
2023-08-07 10:53:17.634645,2.462125495925605
2023-08-07 10:53:17.665614,2.4621137776510453
2023-08-07 10:53:17.696652,2.462025890591847
2023-08-07 10:53:17.727643,2.4620059695250953
2023-08-07 10:53:17.758645,2.462068076380262
2023-08-07 10:53:17.789638,2.4619930794230793
2023-08-07 10:53:17.820642,2.4620036258701834
2023-08-07 10:53:17.851644,2.4620973720666615
2023-08-07 10:53:17.882635,2.4621301832354283
2023-08-07 10:53:17.913633,2.461871209367658
2023-08-07 10:53:17.944635,2.4621020593764853
2023-08-07 10:53:17.975635,2.462025890591847
2023-08-07 10:53:18.006638,2.4620399525213186
2023-08-07 10:53:18.037642,2.461884099469674
2023-08-07 10:53:18.068636,2.461871209367658
2023-08-07 10:53:18.099632,2.4617657448966197
2023-08-07 10:53:18.130629,2.4618219926145066
2023-08-07 10:53:18.161628,2.4619262852580888
2023-08-07 10:53:18.192635,2.462032921556583
2023-08-07 10:53:18.223631,2.4619508936346644
2023-08-07 10:53:18.254632,2.4620294060742145
2023-08-07 10:53:18.285629,2.4621583070943722
2023-08-07 10:53:18.316599,2.4618044152026672
2023-08-07 10:53:18.347628,2.461983704803431
2023-08-07 10:53:18.378633,2.4619965949054476
2023-08-07 10:53:18.409601,2.4618360545439786
2023-08-07 10:53:18.440615,2.462063389070438
2023-08-07 10:53:18.471636,2.461943862669928
2023-08-07 10:53:18.502634,2.4618923022618655
2023-08-07 10:53:18.533644,2.4619110515011613
2023-08-07 10:53:18.564632,2.4620797946548216
2023-08-07 10:53:18.595629,2.4619989385603596
2023-08-07 10:53:18.626602,2.461979017493608
2023-08-07 10:53:18.657625,2.4620891692744697
2023-08-07 10:53:18.688650,2.461977845666152
2023-08-07 10:53:18.719653,2.461901676881513
2023-08-07 10:53:18.750645,2.4620059695250953
2023-08-07 10:53:18.781597,2.4619415190150162
2023-08-07 10:53:18.812626,2.461961440081768
2023-08-07 10:53:18.843610,2.461962611909224
2023-08-07 10:53:18.874625,2.461916910638441
2023-08-07 10:53:18.905617,2.462100887549029
2023-08-07 10:53:18.936626,2.461916910638441
2023-08-07 10:53:18.967625,2.462011828662375
2023-08-07 10:53:18.998619,2.461764573069164
2023-08-07 10:53:19.029613,2.461935659877737
2023-08-07 10:53:19.060628,2.461660280425582
2023-08-07 10:53:19.091624,2.461921597948265
2023-08-07 10:53:19.122622,2.461830195406699
2023-08-07 10:53:19.153616,2.461943862669928
2023-08-07 10:53:19.184617,2.4617985560653874
2023-08-07 10:53:19.215621,2.4622438504986586
2023-08-07 10:53:19.246617,2.4619415190150162
2023-08-07 10:53:19.277610,2.4620715918626295
2023-08-07 10:53:19.308630,2.462016515972199
2023-08-07 10:53:19.339625,2.4620352652114947
2023-08-07 10:53:19.370619,2.4617798068260917
2023-08-07 10:53:19.401615,2.462061045415526
2023-08-07 10:53:19.432613,2.4619274570855447
2023-08-07 10:53:19.463619,2.461983704803431
2023-08-07 10:53:19.494560,2.461792696928107
2023-08-07 10:53:19.525618,2.4620294060742145
2023-08-07 10:53:19.556615,2.46187941215985
2023-08-07 10:53:19.587618,2.4618993332266013
2023-08-07 10:53:19.618600,2.4619942512505357
2023-08-07 10:53:19.649556,2.4619473781522965
2023-08-07 10:53:19.680587,2.461755198449516
2023-08-07 10:53:19.711579,2.4619063641913375
2023-08-07 10:53:19.742581,2.4618395700263465
2023-08-07 10:53:19.773583,2.461912223328617
2023-08-07 10:53:19.804593,2.4619087078462494
2023-08-07 10:53:19.835593,2.461943862669928
2023-08-07 10:53:19.866600,2.4619883921132555
2023-08-07 10:53:19.897596,2.4618782403323936
2023-08-07 10:53:19.928639,2.461770432206444
2023-08-07 10:53:19.959612,2.461868865712746
2023-08-07 10:53:19.990609,2.4617938687555636
2023-08-07 10:53:20.021606,2.4618899586069536
2023-08-07 10:53:20.052608,2.4618360545439786
2023-08-07 10:53:20.083606,2.461773947688812
2023-08-07 10:53:20.114604,2.461904020536425
2023-08-07 10:53:20.145598,2.4618395700263465
2023-08-07 10:53:20.176630,2.4617821504810036
2023-08-07 10:53:20.207631,2.461811446167403
2023-08-07 10:53:20.238587,2.4620036258701834
2023-08-07 10:53:20.269625,2.461812617994859
2023-08-07 10:53:20.300632,2.462164166231652
2023-08-07 10:53:20.331628,2.4612700618827414
2023-08-07 10:53:20.362629,2.4612841238122134
2023-08-07 10:53:20.393623,2.462267287047778
2023-08-07 10:53:20.424581,2.4614364613814903
2023-08-07 10:53:20.455633,2.46206573272535
2023-08-07 10:53:20.486573,2.461350917977204
2023-08-07 10:53:20.517541,2.4621864309533157
2023-08-07 10:53:20.548552,2.4622368195339224
2023-08-07 10:53:20.579537,2.4624852469545897
2023-08-07 10:53:20.610538,2.4610743666975936
2023-08-07 10:53:20.641543,2.462021203282023
2023-08-07 10:53:20.672534,2.4624934497467814
2023-08-07 10:53:20.703543,2.460912654508669
2023-08-07 10:53:20.734526,2.4614833344797296
2023-08-07 10:53:20.765541,2.4620715918626295
2023-08-07 10:53:20.796534,2.462345799487329
2023-08-07 10:53:20.827519,2.461322794118261
2023-08-07 10:53:20.858535,2.4626059451825553
2023-08-07 10:53:20.889539,2.461825508096875
2023-08-07 10:53:20.920544,2.4615934862605915
2023-08-07 10:53:20.951537,2.4610743666975936
2023-08-07 10:53:20.982530,2.461921597948265
2023-08-07 10:53:21.013592,2.461827851751787
2023-08-07 10:53:21.044596,2.4615595032643682
2023-08-07 10:53:21.075598,2.461141160862584
2023-08-07 10:53:21.106616,2.462021203282023
2023-08-07 10:53:21.137535,2.4617317619003964
2023-08-07 10:53:21.168554,2.4618407418538024
2023-08-07 10:53:21.199592,2.4618887867794976
2023-08-07 10:53:21.230565,2.4618008997202994
2023-08-07 10:53:21.261587,2.4616614522530376
2023-08-07 10:53:21.292614,2.4621782281611235
2023-08-07 10:53:21.323614,2.463905501831234
2023-08-07 10:53:21.354606,2.481245032697324
2023-08-07 10:53:21.385601,2.4966744848101716
2023-08-07 10:53:21.416612,2.5244198434853367
2023-08-07 10:53:21.452613,2.5352498728334756
2023-08-07 10:53:21.488615,2.5524054267889773
2023-08-07 10:53:21.524564,2.5515101506126108
2023-08-07 10:53:21.560600,2.534554979152081
2023-08-07 10:53:21.596569,2.5055252975851654
2023-08-07 10:53:21.632534,2.475994073867091
2023-08-07 10:53:21.663523,2.4296764218421485
2023-08-07 10:53:21.694522,2.3837150053638223
2023-08-07 10:53:21.725519,2.358640241460829
2023-08-07 10:53:21.756519,2.3489000116467493
2023-08-07 10:53:21.787533,2.373092389475392
2023-08-07 10:53:21.818519,2.4200369691892822
2023-08-07 10:53:21.849526,2.440248649149972
2023-08-07 10:53:21.880510,2.4511150051492456
2023-08-07 10:53:21.911510,2.453955514902534
2023-08-07 10:53:21.942587,2.4467229958442442
2023-08-07 10:53:21.973587,2.412155257720382
2023-08-07 10:53:22.004581,2.412614614083125
2023-08-07 10:53:22.035581,2.399206564331837
2023-08-07 10:53:22.066584,2.3885429344824476
2023-08-07 10:53:22.097575,2.3913377429649523
2023-08-07 10:53:22.128580,2.4067039163951773
2023-08-07 10:53:22.159578,2.41429384282754
2023-08-07 10:53:22.190610,2.433101673495969
2023-08-07 10:53:22.221599,2.449841228704599
2023-08-07 10:53:22.252548,2.4627547672694643
2023-08-07 10:53:22.283600,2.4662936861865146
2023-08-07 10:53:22.314610,2.4633617738916604
2023-08-07 10:53:22.345598,2.454753529400054
2023-08-07 10:53:22.376578,2.445978885409699
2023-08-07 10:53:22.407574,2.4564233835248213
2023-08-07 10:53:22.438530,2.4627008632064893
2023-08-07 10:53:22.469513,2.464138695494973
2023-08-07 10:53:22.500511,2.466320638218002
2023-08-07 10:53:22.531508,2.4593763887138826
2023-08-07 10:53:22.562500,2.4624887624369576
2023-08-07 10:53:22.593510,2.4623926725855676
2023-08-07 10:53:22.624514,2.46288718377199
2023-08-07 10:53:22.655508,2.4601544821446515
2023-08-07 10:53:22.686509,2.4625438383273885
2023-08-07 10:53:22.717507,2.46166379590795
2023-08-07 10:53:22.748513,2.4614657570678897
2023-08-07 10:53:22.779511,2.4610181189797067
2023-08-07 10:53:22.810515,2.4624512639583664
2023-08-07 10:53:22.841503,2.4613099040162445
2023-08-07 10:53:22.872510,2.4610626484230336
2023-08-07 10:53:22.903511,2.4618079306850347
2023-08-07 10:53:22.934529,2.462118464960869
2023-08-07 10:53:22.965512,2.461347402494836
2023-08-07 10:53:22.996510,2.4614317740716665
2023-08-07 10:53:23.027500,2.4620833101371895
2023-08-07 10:53:23.058506,2.4617317619003964
2023-08-07 10:53:23.089509,2.46164621849611
2023-08-07 10:53:23.120506,2.4618758966774816
2023-08-07 10:53:23.151505,2.462063389070438
2023-08-07 10:53:23.182504,2.461506771028849
2023-08-07 10:53:23.213505,2.4616942634218053
2023-08-07 10:53:23.244506,2.461868865712746
2023-08-07 10:53:23.275504,2.461704809868909
2023-08-07 10:53:23.306497,2.4614505233109623
2023-08-07 10:53:23.337473,2.461756370276972
2023-08-07 10:53:23.368510,2.4619895639407114
2023-08-07 10:53:23.399507,2.4617458238298684
2023-08-07 10:53:23.430496,2.462061045415526
2023-08-07 10:53:23.461512,2.4619368317051924
2023-08-07 10:53:23.492494,2.461732933727853
2023-08-07 10:53:23.523494,2.4617036380414534
2023-08-07 10:53:23.554531,2.4619368317051924
2023-08-07 10:53:23.585494,2.4624067345150396
2023-08-07 10:53:23.616494,2.4610403837013703
2023-08-07 10:53:23.647493,2.4622825208047057
2023-08-07 10:53:23.678493,2.4615208329583207
2023-08-07 10:53:23.709521,2.461761057586796
2023-08-07 10:53:23.740490,2.461612235499887
2023-08-07 10:53:23.771498,2.4622321322240985
2023-08-07 10:53:23.802495,2.461502083719025
2023-08-07 10:53:23.833501,2.4615970017429594
2023-08-07 10:53:23.864497,2.4616813733197898
2023-08-07 10:53:23.895495,2.4618876149520417
2023-08-07 10:53:23.926494,2.461775119516268
2023-08-07 10:53:23.957500,2.461797384237931
2023-08-07 10:53:23.988487,2.4618407418538024
2023-08-07 10:53:24.019487,2.4619368317051924
2023-08-07 10:53:24.050486,2.4618899586069536
2023-08-07 10:53:24.081485,2.461977845666152
2023-08-07 10:53:24.112492,2.4618454291636263
2023-08-07 10:53:24.143492,2.4619251134306324
2023-08-07 10:53:24.174485,2.462118464960869
2023-08-07 10:53:24.205490,2.461697778904173
2023-08-07 10:53:24.236493,2.4618805839873055
2023-08-07 10:53:24.267523,2.461859491093098
2023-08-07 10:53:24.298486,2.461795040583019
2023-08-07 10:53:24.329483,2.4616520776333903
2023-08-07 10:53:24.360481,2.461902848708969
2023-08-07 10:53:24.391482,2.461773947688812
2023-08-07 10:53:24.422502,2.46197550201124
2023-08-07 10:53:24.453480,2.461650905805934
2023-08-07 10:53:24.484480,2.461717699970925
2023-08-07 10:53:24.515477,2.461716528143469
2023-08-07 10:53:24.546478,2.461795040583019
2023-08-07 10:53:24.577483,2.46185597561073
2023-08-07 10:53:24.608479,2.4619919075956234
2023-08-07 10:53:24.639478,2.4619262852580888
2023-08-07 10:53:24.670473,2.4616497339784784
2023-08-07 10:53:24.701476,2.461853631955818
2023-08-07 10:53:24.732475,2.461825508096875
2023-08-07 10:53:24.763476,2.4619508936346644
2023-08-07 10:53:24.794463,2.4617469956573244
